timestamp,symbol,price
1641009600000,BTC,46813.21
1641020400000,BTC,46979.61
1641031200000,BTC,47143.98
1641034800000,BTC,46871.09
1641045600000,BTC,47023.24
1641081600000,BTC,47722.66
1641160800000,BTC,47017.98
1641175200000,BTC,47116.22
1641243600000,BTC,45922.01
1641308400000,BTC,47336.98
1641355200000,BTC,46422.56
1641369600000,BTC,46407.5
1641376800000,BTC,46858.93
1641394800000,BTC,46689.52
1641405600000,BTC,46010.72
1641492000000,BTC,43005.3
1641495600000,BTC,43369.04
1641506400000,BTC,43120.63
1641546000000,BTC,42088.61
1641553200000,BTC,42172.84
1641603600000,BTC,41991.89
1641614400000,BTC,41810.92
1641711600000,BTC,41873.62
1641754800000,BTC,41966.99
1641776400000,BTC,41655.18
1641780000000,BTC,41815.32
1641783600000,BTC,41927.7
1641808800000,BTC,41796.01
1641812400000,BTC,41778.88
1641823200000,BTC,40774.01
1641873600000,BTC,42277.99
1641880800000,BTC,42110
1641916800000,BTC,41733.92
1641945600000,BTC,42729.29
1641992400000,BTC,43285.52
1642003200000,BTC,43560.29
1642050000000,BTC,43623.01
1642060800000,BTC,43699.99
1642086000000,BTC,44154.52
1642122000000,BTC,42750.66
1642150800000,BTC,42519.99
1642176000000,BTC,43109
1642197600000,BTC,43296.29
1642201200000,BTC,43250.56
1642255200000,BTC,42906.51
1642294800000,BTC,43069.69
1642298400000,BTC,42996.99
1642309200000,BTC,43023.57
1642334400000,BTC,42968.3
1642345200000,BTC,43300.01
1642410000000,BTC,42790.35
1642420800000,BTC,42671.3
1642435200000,BTC,42477.67
1642442400000,BTC,42110.84
1642503600000,BTC,41924.73
1642518000000,BTC,41449.34
1642521600000,BTC,41587.26
1642528800000,BTC,41489.04
1642550400000,BTC,42352.12
1642557600000,BTC,42420.17
1642575600000,BTC,41710.59
1642611600000,BTC,41912.77
1642644000000,BTC,41770
1642698000000,BTC,43274.77
1642741200000,BTC,38842.03
1642838400000,BTC,35400.01
1642849200000,BTC,35488.54
1642863600000,BTC,35009.27
1642881600000,BTC,34528.61
1642892400000,BTC,34875
1642942800000,BTC,35803.21
1642950000000,BTC,35323.85
1642960800000,BTC,35332.59
1642986000000,BTC,35840.3
1642993200000,BTC,35201.17
1643000400000,BTC,35123.57
1643004000000,BTC,35184.06
1643022000000,BTC,33276.59
1643036400000,BTC,33622.7
1643061600000,BTC,36807.92
1643094000000,BTC,35843.89
1643194800000,BTC,37940.46
1643220000000,BTC,38040.9
1643245200000,BTC,37004.43
1643313600000,BTC,36209.19
1643320800000,BTC,36187.01
1643324400000,BTC,36704.68
1643353200000,BTC,36907.14
1643356800000,BTC,36799.82
1643364000000,BTC,36486.1
1643382000000,BTC,36759.65
1643461200000,BTC,37847.57
1643464800000,BTC,38161.69
1643486400000,BTC,37853
1643511600000,BTC,37951.79
1643515200000,BTC,37917.13
1643562000000,BTC,37832.45
1643594400000,BTC,36823.19
1643626800000,BTC,37300.31
1643659200000,BTC,38415.79
